"车系","续保车系概率"
"威志","0.001325949613915"
"奇骏","0.008267685827939"
"猎豹CS10","0.000545979252788"
"郑州日产D22","0.003353872552843"
"星韵","0.000077997036113"
"民意","0.00444583105842"
"启辰R50X","0.000155994072225"
"神行者FREELANDER","0.000935964433352"
"瑞风S2","0.000155994072225"
"思迪/锋范","0.003821854769519"
"沃尔沃货车","0.001403946650027"
"长安CS75","0.001091958505577"
"和悦","0.002261914047266"
"发现神行","0.00327587551673"
"长安CS35","0.001637937758365"
"奔腾B50","0.002807893300055"
"东风悦达起亚K2","0.005615786600109"
"杰德","0.000857967397239"
"五菱兴旺/五菱龙","0.000389985180563"
"全球鹰GX7","0.000545979252788"
"一汽马自达8","0.000077997036113"
"奥铃","0.000467982216676"
"北汽绅宝X65","0.000701973325014"
"旗云","0.001403946650027"
"星光","0.000779970361126"
"佳宝AV6","0.000701973325014"
"时代小卡之星","0.000233991108338"
"帅铃","0.000155994072225"
"奔腾B70","0.001325949613915"
"维特拉","0.000233991108338"
"蒙派克","0.000233991108338"
"北汽威旺306","0.000155994072225"
"胜达SANTA FE","0.001325949613915"
"途欢TIGUAN","0.001013961469464"
"锐欧","0.000701973325014"
"贵士QUEST","0.000155994072225"
"乘龙牵引车","0.001013961469464"
"东风G系列","0.000233991108338"
"思铂睿","0.000155994072225"
"荣威360","0.002417908119491"
"竞瑞","0.000233991108338"
"传祺GS5速博","0.000311988144451"
"赛纳SIENNA","0.000233991108338"
"小福星","0.001325949613915"
"长安CX70","0.000389985180563"
"中华H230","0.000155994072225"
"大众TRANSPORTER","0.000233991108338"
"帕杰罗","0.00148194368614"
"帕萨特PASSAT","0.000233991108338"
"宏昌天马自卸车","0.000077997036113"
"戈蓝","0.000077997036113"
"飞雁泡沫消防车","0.000155994072225"
"陆风X5","0.000077997036113"
"瑞虎7","0.000389985180563"
"奇瑞A1","0.000155994072225"
"奔腾B90","0.000077997036113"
"雷克萨斯IS系","0.000155994072225"
"东风风神AX7","0.000155994072225"
"程力威高空作业车","0.000155994072225"
"野马T70","0.000077997036113"
"睿骋","0.000233991108338"
"东风风神AX3","0.000077997036113"
"海征半挂车","0.000701973325014"
"中意救护车","0.000155994072225"
"北汽威旺S50","0.000077997036113"
"风景G7","0.000155994072225"
"豪运(HOYN)","0.000077997036113"
"欧卡","0.000233991108338"
"马自达MAZDA6","0.000155994072225"
"美佳MATRIX","0.000155994072225"
"维特拉VITARA","0.000155994072225"
"优优","0.000233991108338"
"铂锐","0.000155994072225"
"云豹套牌车","0.000155994072225"
"飞球冷藏车","0.000155994072225"
"科帕奇CAPTIVA","0.000311988144451"
"吉博力GHIBLI","0.000155994072225"
"仙达混凝土搅拌车","0.000077997036113"
"伽途V5","0.000155994072225"
"雪铁龙C4","0.000077997036113"
"骏强半挂车","0.000077997036113"
"捷豹F-TYPE级","0.000077997036113"
"北斗星","0.001325949613915"
"领动","0.000389985180563"
"迈腾","0.012713516886358"
"一汽奥迪Q5","0.0074097184307"
"宝来","0.017549333125341"
"卡罗拉","0.000545979252788"
"长安马自达3","0.002885890336167"
"东风标致307","0.001559940722253"
"沃尔沃S60L","0.001637937758365"
"途锐TOUAREG","0.001325949613915"
"赛拉图","0.002417908119491"
"桑塔纳","0.008735668044614"
"雷克萨斯RX系","0.000155994072225"
"威朗","0.006941736214024"
"得利卡","0.000077997036113"
"海狮","0.001013961469464"
"威驰","0.003509866625068"
"北汽绅宝X25","0.000233991108338"
"翼搏","0.000701973325014"
"天语","0.002027922938928"
"启辰T70","0.000233991108338"
"东风天锦(B)","0.000779970361126"
"沃尔沃XC60","0.006707745105686"
"全顺","0.001013961469464"
"长城M4","0.001169955541689"
"金刚","0.002183917011154"
"金牛星","0.000701973325014"
"帕杰罗PAJERO","0.000155994072225"
"揽胜RANGE ROVER","0.002651899227829"
"东风标致308","0.002261914047266"
"名爵MG 3","0.001325949613915"
"富康","0.000857967397239"
"哈弗H5","0.000623976288901"
"华晨宝马3系","0.00592777474456"
"优雅","0.000077997036113"
"长城C50","0.000389985180563"
"帕拉丁","0.000545979252788"
"奔驰R级","0.001091958505577"
"比亚迪M6","0.000077997036113"
"奥迪Q7","0.000623976288901"
"解放J4(P2)大威","0.000077997036113"
"指南者","0.000701973325014"
"撼路者","0.000077997036113"
"猎豹V31/V32/V33系列","0.001169955541689"
"东风标致508","0.000233991108338"
"UR-V","0.000077997036113"
"幻速S2","0.000467982216676"
"英伦SC3","0.000233991108338"
"吉姆尼JIMNY","0.000779970361126"
"奔驰GLE","0.000467982216676"
"奥轩","0.000077997036113"
"英菲尼迪FX系列(QX70)","0.000623976288901"
"美日","0.000155994072225"
"东风英菲尼迪QX50","0.001715934794478"
"启辰R30","0.000155994072225"
"金迪尔","0.000077997036113"
"世纪","0.000077997036113"
"鸿途","0.000077997036113"
"腾翼V80","0.000077997036113"
"沃尔沃C30","0.000701973325014"
"迪尔","0.000467982216676"
"安徽合力叉车","0.000233991108338"
"英菲尼迪QX30","0.000311988144451"
"郑州宇通11米公路客车","0.000077997036113"
"霸锐BORREGO","0.000389985180563"
"林荫大道","0.000077997036113"
"凯旋","0.000077997036113"
"临工装载机","0.000233991108338"
"金龙11米公路客车","0.000233991108338"
"帕纳美拉PANAMERA","0.000233991108338"
"长安CX20","0.000233991108338"
"华晨宝马1系","0.000701973325014"
"远景X3","0.000077997036113"
"沃尔沃V60","0.000467982216676"
"上骏","0.000155994072225"
"豪瀚","0.000623976288901"
"丰田RAV4","0.000077997036113"
"金旅10米公路客车","0.000077997036113"
"北汽绅宝D70","0.000155994072225"
"奥迪A7","0.000077997036113"
"华晨宝马2系","0.000311988144451"
"阿克托斯ACTROS","0.000155994072225"
"荣御ROYAUM","0.000077997036113"
"考斯特COASTER","0.000077997036113"
"传祺GA8","0.000077997036113"
"红旗凯沃加油车","0.000155994072225"
"福龙马垃圾车","0.000077997036113"
"科鲁兹","0.011309570236331"
"夏利","0.014273457608611"
"库伯COOPER","0.004211839950082"
"福克斯","0.009047656189065"
"君越","0.008345682864051"
"伊兰特","0.009827626550191"
"五菱之光/五菱扬光","0.006161765852898"
"福睿斯","0.000935964433352"
"风骏","0.001325949613915"
"嘉年华","0.002417908119491"
"东风天龙(A)","0.003197878480618"
"东风小康","0.001013961469464"
"奔驰C级","0.000077997036113"
"汉兰达","0.004913813275096"
"欧蓝德OUTLANDER","0.000155994072225"
"精灵FORTWO","0.003197878480618"
"索兰托SORENTO","0.001013961469464"
"一汽奥迪Q3","0.009749629514078"
"凌派","0.001949925902816"
"北京奔驰C级","0.005459792527884"
"悦翔V3","0.000779970361126"
"旭达半挂车","0.004055845877857"
"思威CR-V","0.0074097184307"
"圣达菲","0.002495905155604"
"凯迪拉克SRX","0.000545979252788"
"缤智","0.002105919975041"
"风云","0.002027922938928"
"奔驰S级","0.001949925902816"
"比亚迪L3","0.00179393183059"
"瑞麒X系列","0.000233991108338"
"奥迪A3","0.000467982216676"
"都灵V","0.000311988144451"
"明仕","0.000077997036113"
"陆地巡洋舰LAND CRUISER","0.002651899227829"
"欧蓝德","0.00148194368614"
"金杯轻型货车","0.000623976288901"
"柯迪亚克","0.000935964433352"
"东风风神S30","0.000233991108338"
"上元半挂车","0.000311988144451"
"奥德赛","0.000857967397239"
"长安沃尔沃S40","0.000467982216676"
"力帆620","0.000155994072225"
"昕动","0.002261914047266"
"奔驰GLK级","0.000389985180563"
"尚酷SCIROCCO","0.000467982216676"
"锋驭","0.000311988144451"
"宝马X4","0.000545979252788"
"宝马3系","0.000779970361126"
"北京汽车E系列","0.00296388737228"
"英菲尼迪EX系列(QX50)","0.000779970361126"
"赛马","0.000077997036113"
"传祺GA6","0.000623976288901"
"熊猫","0.000935964433352"
"上海通用凯迪拉克XTS","0.001013961469464"
"揽胜极光RANGE ROVER EVOQUE","0.000779970361126"
"北汽2020系列","0.000077997036113"
"北汽威旺M50F","0.000155994072225"
"同悦","0.000389985180563"
"佳乐CARENS","0.000467982216676"
"奔驰GL级","0.000623976288901"
"东风风神A60","0.000389985180563"
"路宝","0.000233991108338"
"湛江三星轻型客车","0.000077997036113"
"荣威W5","0.000233991108338"
"蔚领","0.000545979252788"
"东方之子","0.000077997036113"
"凯宴CAYENNE","0.000623976288901"
"圣路运钞车","0.000077997036113"
"奥丁","0.000311988144451"
"高尔","0.000155994072225"
"传祺GS3","0.000311988144451"
"东风风度MX6","0.000077997036113"
"郑州宇通12米公路客车","0.000389985180563"
"华神随车起重运输车","0.000155994072225"
"优利欧","0.000311988144451"
"萨普","0.000155994072225"
"锐意","0.000077997036113"
"楚胜清障车","0.000077997036113"
"赛威SLS","0.000389985180563"
"石煤随车起重运输车","0.000155994072225"
"通华半挂车","0.000545979252788"
"菲跃FREEMONT","0.000155994072225"
"豪卡(HOKA)-H7","0.000155994072225"
"切诺基","0.000311988144451"
"斯巴鲁BRZ","0.000077997036113"
"特拉卡","0.000077997036113"
"中联汽车起重机","0.000077997036113"
"金龙12米公路客车","0.000155994072225"
"大运载货汽车","0.000077997036113"
"乘龙专用车","0.000233991108338"
"和悦A30","0.000155994072225"
"三兴油罐车","0.000311988144451"
"三力加油车","0.000077997036113"
"揽胜星脉RANGE ROVER VELAR","0.000077997036113"
"南京依维柯越野车","0.000077997036113"
"美人豹","0.000155994072225"
"长安V5","0.000077997036113"
